time,open,high,low,close,volume
2021-09-15 00:00:00+00:00,257.5,262.425,255.625,260.6,11437528
2021-09-16 00:00:00+00:00,260.275,261.95,255.65,258.175,8231334
2021-09-17 00:00:00+00:00,258.45,259.5,256.0,257.0,7430244
2021-09-20 00:00:00+00:00,255.0,255.25,247.0,249.9,9361984
2021-09-21 00:00:00+00:00,251.5,253.525,247.275,250.325,8505278
2021-09-22 00:00:00+00:00,252.5,255.75,249.5,254.075,8957276
2021-09-23 00:00:00+00:00,255.1,256.525,250.75,253.975,7639770
2021-09-24 00:00:00+00:00,253.35,255.625,251.9,254.625,5016910
2021-09-27 00:00:00+00:00,256.55,261.75,255.5,261.725,8564458
2021-09-28 00:00:00+00:00,262.05,265.55,252.75,254.275,15791808
2021-09-29 00:00:00+00:00,253.5,257.975,252.325,254.8,7160578
2021-09-30 00:00:00+00:00,256.5,261.1,255.7,258.35,14130616
2021-10-01 00:00:00+00:00,256.0,257.5,254.15,257.425,6229988
2021-10-04 00:00:00+00:00,257.2,262.0,254.7,258.4,12913532
2021-10-05 00:00:00+00:00,259.575,269.975,257.9,269.175,18587086
2021-10-06 00:00:00+00:00,269.9,274.5,263.55,270.8,25453344
2021-10-07 00:00:00+00:00,272.5,275.5,268.55,271.4,14809144
2021-10-08 00:00:00+00:00,271.75,273.75,269.15,272.975,10539592
2021-10-11 00:00:00+00:00,274.375,282.7,273.65,280.95,23786922
2021-10-12 00:00:00+00:00,279.075,279.75,276.025,276.95,10489294
2021-10-13 00:00:00+00:00,277.5,278.25,271.7,275.55,11805518
2021-10-14 00:00:00+00:00,276.875,280.0,272.8,276.85,13658840
2021-10-15 00:00:00+00:00,277.55,278.725,274.75,278.0,6773048
2021-10-18 00:00:00+00:00,277.95,279.125,275.3,278.825,5743776
2021-10-19 00:00:00+00:00,280.8,287.475,279.025,287.0,20504180
2021-10-20 00:00:00+00:00,286.0,287.5,281.225,283.05,13856840
2021-10-21 00:00:00+00:00,280.525,282.5,273.15,275.8,14481386
2021-10-22 00:00:00+00:00,276.05,279.5,271.025,272.0,13164506
2021-10-25 00:00:00+00:00,273.975,281.0,269.725,280.85,12845242
2021-10-26 00:00:00+00:00,282.35,282.35,277.775,279.85,11369330
2021-10-27 00:00:00+00:00,276.35,280.0,274.625,275.3,11073486
2021-10-28 00:00:00+00:00,274.725,276.425,265.4,268.825,15306762
2021-10-29 00:00:00+00:00,267.3,267.95,260.0,263.65,18674446
2021-11-01 00:00:00+00:00,263.75,267.75,261.6,267.7,11766204
2021-11-02 00:00:00+00:00,268.15,268.6,261.8,264.1,11258258
2021-11-03 00:00:00+00:00,262.25,264.925,259.0,264.425,9581250
2021-11-05 00:00:00+00:00,262.475,264.3,260.7,264.075,6370088
2021-11-08 00:00:00+00:00,265.5,266.85,259.325,261.85,9432392
2021-11-09 00:00:00+00:00,261.5,261.85,255.0,257.6,12611558
2021-11-10 00:00:00+00:00,256.9,258.325,250.0,250.125,14679508
2021-11-11 00:00:00+00:00,250.975,257.425,250.25,256.25,14849890
2021-11-12 00:00:00+00:00,256.55,257.7,247.85,251.45,18538960
2021-11-15 00:00:00+00:00,251.525,261.55,250.85,259.45,17546388
2021-11-16 00:00:00+00:00,260.65,261.225,254.05,255.2,10391308
2021-11-17 00:00:00+00:00,254.5,259.8,254.425,257.825,7497486
2021-11-18 00:00:00+00:00,257.675,265.05,252.65,262.75,17677488
2021-11-19 00:00:00+00:00,265.0,266.2,250.625,252.475,25503772
2021-11-22 00:00:00+00:00,250.75,251.8,240.15,242.025,24451098
2021-11-23 00:00:00+00:00,240.4,250.0,235.125,249.375,21020636
2021-11-24 00:00:00+00:00,250.65,251.825,244.625,246.75,9589752
2021-11-25 00:00:00+00:00,247.775,248.475,243.35,243.95,6880564
2021-11-26 00:00:00+00:00,238.5,239.95,232.6,232.9,17574084
2021-11-29 00:00:00+00:00,238.0,240.275,232.625,236.875,17274382
2021-11-30 00:00:00+00:00,232.85,240.0,232.2,235.975,17194780
2021-12-01 00:00:00+00:00,238.675,242.975,236.0,237.9,14794816
2021-12-02 00:00:00+00:00,238.0,245.4,238.0,244.65,12613184
2021-12-03 00:00:00+00:00,246.3,246.325,240.9,243.05,8205716
2021-12-06 00:00:00+00:00,243.9,246.1,237.175,240.05,10377070
2021-12-07 00:00:00+00:00,241.1,243.375,235.5,241.9,13265736
2021-12-08 00:00:00+00:00,243.0,245.9,233.275,236.275,12759386
2021-12-09 00:00:00+00:00,236.675,239.675,232.35,234.575,10355134
2021-12-10 00:00:00+00:00,235.2,235.5,229.075,229.675,14682236
2021-12-13 00:00:00+00:00,230.225,231.175,212.35,214.65,28107972
2021-12-14 00:00:00+00:00,214.45,222.75,195.45,222.2,30725170
2021-12-15 00:00:00+00:00,222.5,224.4,217.3,223.975,12194092
2021-12-16 00:00:00+00:00,224.0,233.55,223.975,231.2,17610224
2021-12-17 00:00:00+00:00,230.025,236.65,228.175,234.525,13011702
2021-12-20 00:00:00+00:00,232.475,232.975,226.75,231.825,13214308
2021-12-21 00:00:00+00:00,232.8,237.375,230.3,236.7,11183404
2021-12-22 00:00:00+00:00,236.5,240.975,234.75,237.875,11911552
2021-12-23 00:00:00+00:00,237.875,241.0,234.875,236.0,7555480
2021-12-24 00:00:00+00:00,236.625,236.725,231.025,235.45,7000912
2021-12-27 00:00:00+00:00,236.75,240.25,235.825,238.65,9274536
2021-12-28 00:00:00+00:00,239.1,242.25,238.375,241.975,9759966
2021-12-29 00:00:00+00:00,242.075,242.9,238.8,242.15,5636554
2021-12-30 00:00:00+00:00,242.125,243.075,239.625,240.975,6144378
2022-01-03 00:00:00+00:00,241.525,247.475,241.525,247.25,5591164
2022-01-04 00:00:00+00:00,247.25,249.35,245.3,248.5,5959044
2022-01-05 00:00:00+00:00,248.5,249.325,235.875,236.8,9524572
2022-01-06 00:00:00+00:00,237.5,242.5,235.25,242.225,7928104
2022-01-10 00:00:00+00:00,244.4,246.325,241.1,244.75,6755506
2022-01-11 00:00:00+00:00,244.975,252.0,243.375,251.3,9491410
2022-01-12 00:00:00+00:00,251.025,254.3,249.375,250.55,9724088
2022-01-13 00:00:00+00:00,250.5,251.2,229.2,235.375,34685996
2022-01-14 00:00:00+00:00,236.875,239.95,219.2,232.05,38997552
2022-01-17 00:00:00+00:00,232.5,234.125,224.3,232.5,21261044
2022-01-18 00:00:00+00:00,232.675,233.475,215.35,218.175,31441706
2022-01-19 00:00:00+00:00,215.225,232.5,205.625,226.375,29977596
2022-01-20 00:00:00+00:00,225.075,234.1,224.025,227.075,20524278
2022-01-21 00:00:00+00:00,225.5,231.25,218.8,219.675,16119634
2022-01-24 00:00:00+00:00,221.975,222.425,197.75,205.9,43430820
2022-01-25 00:00:00+00:00,204.975,213.5,203.0,212.675,27811494
2022-01-26 00:00:00+00:00,212.7,213.875,202.75,206.45,34838166
2022-01-27 00:00:00+00:00,204.0,220.6,203.325,215.5,30044878
2022-01-28 00:00:00+00:00,216.5,221.275,213.225,216.975,15055238
2022-01-31 00:00:00+00:00,217.3,222.0,215.0,218.9,18950918
2022-02-01 00:00:00+00:00,219.0,220.475,211.075,213.475,18991486
2022-02-02 00:00:00+00:00,214.6,216.125,209.4,212.0,13402952
2022-02-03 00:00:00+00:00,210.2,211.725,204.0,206.225,13569448
2022-02-04 00:00:00+00:00,208.0,210.625,203.625,206.25,13361710
2022-02-07 00:00:00+00:00,206.0,208.2,202.875,205.5,10239192
2022-02-08 00:00:00+00:00,205.5,211.15,204.425,211.025,19481704
2022-02-09 00:00:00+00:00,211.675,215.0,210.275,213.7,23889118
2022-02-10 00:00:00+00:00,213.7,214.5,208.25,209.5,20858480
2022-02-11 00:00:00+00:00,208.5,210.25,200.5,202.5,20444950
2022-02-14 00:00:00+00:00,200.025,202.75,193.175,201.425,28838216
2022-02-15 00:00:00+00:00,201.65,209.475,201.65,209.425,19497704
2022-02-16 00:00:00+00:00,210.175,216.9,210.0,214.625,24232274
2022-02-17 00:00:00+00:00,214.5,214.75,204.3,205.925,23160548
2022-02-18 00:00:00+00:00,206.725,209.4,194.1,196.45,27154708
2022-02-21 00:00:00+00:00,195.75,201.0,146.0,160.6,94496090
2022-02-22 00:00:00+00:00,159.875,172.9,144.8,171.075,83550836
2022-02-24 00:00:00+00:00,152.55,152.55,81.95,100.5,85113646
2022-02-25 00:00:00+00:00,101.0,113.475,91.25,100.55,44164280
2022-03-24 00:00:00+00:00,90.5,108.85,79.975,95.0,26077282
2022-03-25 00:00:00+00:00,98.5,99.025,85.5,87.5,14282486
2022-03-28 00:00:00+00:00,87.725,88.475,82.5,84.25,7596480
2022-03-29 00:00:00+00:00,84.35,89.725,81.1,82.5,11792556
2022-03-30 00:00:00+00:00,87.75,87.75,84.725,85.775,8161710
2022-03-31 00:00:00+00:00,86.775,99.6,86.775,99.0,36651962
2022-04-01 00:00:00+00:00,102.5,119.225,99.475,112.5,48561090
2022-04-04 00:00:00+00:00,115.1,125.75,112.5,125.5,60123632
2022-04-05 00:00:00+00:00,129.0,131.8,109.0,115.4,72309162
2022-04-06 00:00:00+00:00,110.1,117.5,106.1,109.75,29824682
2022-04-07 00:00:00+00:00,109.9,115.575,109.9,114.05,16189568
2022-04-08 00:00:00+00:00,115.475,116.4,110.025,111.8,11074916
2022-04-11 00:00:00+00:00,110.0,113.15,107.0,107.5,11796904
2022-04-12 00:00:00+00:00,108.5,108.5,100.75,105.55,14527094
2022-04-13 00:00:00+00:00,107.225,108.075,104.15,105.675,7370126
2022-04-14 00:00:00+00:00,106.125,106.5,99.525,99.675,8814938
2022-04-15 00:00:00+00:00,99.55,103.1,95.525,100.625,12652668
2022-04-18 00:00:00+00:00,101.375,102.5,95.1,95.125,8670992
2022-04-19 00:00:00+00:00,95.0,95.0,89.3,93.475,12663110
2022-04-20 00:00:00+00:00,94.0,96.775,91.125,96.475,12049810
2022-04-21 00:00:00+00:00,96.15,96.4,93.575,94.9,5914004
2022-04-22 00:00:00+00:00,94.0,98.0,93.4,94.05,6398496
2022-04-25 00:00:00+00:00,93.0,93.5,90.15,90.775,6149212
2022-04-26 00:00:00+00:00,91.25,97.825,90.6,95.625,11820350
2022-04-27 00:00:00+00:00,95.975,100.5,94.5,99.5,15576838
2022-04-28 00:00:00+00:00,100.5,101.975,95.15,95.575,14229122
2022-04-29 00:00:00+00:00,97.5,101.95,96.4,100.475,20508222
2022-05-04 00:00:00+00:00,100.425,102.475,97.6,97.95,8363320
2022-05-05 00:00:00+00:00,98.875,99.575,98.0,98.975,3931546
2022-05-06 00:00:00+00:00,98.75,98.75,96.225,97.4,4297820
2022-05-11 00:00:00+00:00,97.225,98.75,95.875,96.525,4865454
2022-05-12 00:00:00+00:00,96.5,96.875,91.725,92.775,5363976
2022-05-13 00:00:00+00:00,94.25,94.475,92.3,93.25,3039130
2022-05-16 00:00:00+00:00,94.25,95.725,93.25,94.9,4031012
2022-05-17 00:00:00+00:00,95.9,97.4,95.05,96.65,5371410
2022-05-18 00:00:00+00:00,97.225,99.6,96.0,96.0,7504774
2022-05-19 00:00:00+00:00,96.0,96.9,94.55,95.85,3933060
2022-05-20 00:00:00+00:00,96.475,96.95,93.625,94.375,4153234
2022-05-23 00:00:00+00:00,94.875,95.425,92.525,92.85,3749358
2022-05-24 00:00:00+00:00,92.625,94.4,90.5,93.525,5379446
2022-05-25 00:00:00+00:00,94.0,94.7,92.5,94.05,4171356
2022-05-26 00:00:00+00:00,94.35,95.4,93.175,94.0,6562494
2022-05-27 00:00:00+00:00,94.4,94.4,92.75,93.0,3800204
2022-05-30 00:00:00+00:00,93.475,93.8,91.325,91.5,5107242
2022-05-31 00:00:00+00:00,91.225,91.95,90.525,91.55,2995018
2022-06-01 00:00:00+00:00,91.2,92.95,90.5,92.475,4926840
2022-06-02 00:00:00+00:00,92.175,92.5,89.575,89.675,6053758
2022-06-03 00:00:00+00:00,89.675,90.475,87.125,87.75,6044228
2022-06-06 00:00:00+00:00,87.8,88.4,86.0,87.075,4096030
2022-06-07 00:00:00+00:00,87.075,87.1,84.775,86.05,5241756
2022-06-08 00:00:00+00:00,86.325,88.475,85.625,86.7,5325036
2022-06-09 00:00:00+00:00,86.975,87.075,84.875,85.15,3254130
2022-06-10 00:00:00+00:00,85.15,85.95,84.75,85.0,3204728
2022-06-14 00:00:00+00:00,84.95,88.25,83.75,87.475,6504654
2022-06-15 00:00:00+00:00,87.6,89.85,87.6,88.0,7162164
2022-06-16 00:00:00+00:00,88.425,89.175,87.5,88.975,6286114
2022-06-17 00:00:00+00:00,89.0,91.05,88.575,89.5,7821886
2022-06-20 00:00:00+00:00,90.225,94.275,90.0,93.7,9632322
2022-06-21 00:00:00+00:00,94.5,94.85,91.0,91.025,9430874
2022-06-22 00:00:00+00:00,90.475,92.55,89.05,92.55,7870768
2022-06-23 00:00:00+00:00,92.4,94.85,91.375,92.925,10343654
2022-06-24 00:00:00+00:00,93.575,93.925,91.625,93.0,5316988
2022-06-27 00:00:00+00:00,92.95,95.85,92.75,95.5,9580988
2022-06-28 00:00:00+00:00,95.9,97.65,94.1,96.5,10787856
2022-06-29 00:00:00+00:00,96.725,96.725,92.925,93.525,7218476
2022-06-30 00:00:00+00:00,93.5,94.75,88.0,88.9,11541354
2022-07-01 00:00:00+00:00,88.5,91.25,86.575,87.525,6699140
2022-07-04 00:00:00+00:00,88.8,92.75,88.8,92.75,8292524
2022-07-05 00:00:00+00:00,92.775,95.5,92.475,93.925,12353024
2022-07-06 00:00:00+00:00,93.05,95.5,92.925,93.6,6325438
2022-07-07 00:00:00+00:00,94.0,94.4,92.5,93.675,4560582
2022-07-08 00:00:00+00:00,94.25,94.7,93.1,94.15,3713496
2022-07-11 00:00:00+00:00,93.25,94.35,91.35,91.625,4713040
2022-07-12 00:00:00+00:00,91.8,92.375,90.25,90.825,6147438
2022-07-13 00:00:00+00:00,91.65,92.15,88.85,89.425,4835612
2022-07-14 00:00:00+00:00,89.5,91.0,88.675,88.75,4508662
2022-07-15 00:00:00+00:00,89.325,90.325,88.4,89.925,4662650
2022-07-18 00:00:00+00:00,90.325,91.175,89.375,90.4,3986526
2022-07-19 00:00:00+00:00,90.45,92.075,89.15,92.025,6096406
2022-07-20 00:00:00+00:00,92.6,93.725,91.025,91.15,6406456
2022-07-21 00:00:00+00:00,91.15,91.575,89.375,90.9,4941258
2022-07-22 00:00:00+00:00,90.85,92.825,90.675,91.95,4730206
2022-07-25 00:00:00+00:00,91.75,93.375,91.35,92.55,4341018
2022-07-26 00:00:00+00:00,92.85,93.85,92.55,93.15,4435048
2022-07-27 00:00:00+00:00,93.15,94.25,92.0,92.25,5327454
2022-07-28 00:00:00+00:00,92.95,93.175,91.375,92.5,3205550
2022-07-29 00:00:00+00:00,92.75,93.0,91.75,92.925,3288668
2022-08-01 00:00:00+00:00,92.975,93.075,90.775,90.775,3993684
2022-08-02 00:00:00+00:00,90.75,91.35,89.925,90.05,4201104
2022-08-03 00:00:00+00:00,90.175,90.75,89.0,89.0,3954726
2022-08-04 00:00:00+00:00,89.425,90.425,89.025,89.725,3137672
2022-08-05 00:00:00+00:00,90.075,90.125,87.275,88.1,5066854
2022-08-08 00:00:00+00:00,89.25,89.975,88.275,88.275,4753936
2022-08-09 00:00:00+00:00,88.55,89.675,87.675,89.6,3654112
2022-08-10 00:00:00+00:00,89.375,90.625,88.925,90.35,3744956
2022-08-11 00:00:00+00:00,90.5,90.85,88.775,89.25,3767810
2022-08-12 00:00:00+00:00,89.25,90.0,88.4,89.775,2957520
2022-08-15 00:00:00+00:00,89.6,90.425,88.95,90.0,3557096
2022-08-16 00:00:00+00:00,90.35,90.65,89.575,90.325,3589540
2022-08-17 00:00:00+00:00,90.525,92.5,90.525,90.9,8227348
2022-08-18 00:00:00+00:00,90.95,91.5,90.1,90.7,3103616
2022-08-19 00:00:00+00:00,90.95,90.95,89.575,90.0,3401564
2022-08-22 00:00:00+00:00,89.875,90.55,89.375,90.2,3295654
2022-08-23 00:00:00+00:00,90.025,91.825,90.025,91.65,4523614
2022-08-24 00:00:00+00:00,91.925,92.2,90.75,91.375,3444044
2022-08-25 00:00:00+00:00,91.4,92.0,90.5,90.725,3171406
2022-08-26 00:00:00+00:00,90.525,91.475,90.5,91.2,2172960
2022-08-29 00:00:00+00:00,91.2,93.45,90.9,93.25,5395066
2022-08-30 00:00:00+00:00,93.75,94.9,92.8,93.975,10008924
2022-08-31 00:00:00+00:00,95.725,97.85,94.625,96.725,15450662
2022-09-01 00:00:00+00:00,96.725,98.425,95.625,97.65,9684340
2022-09-02 00:00:00+00:00,98.25,100.9,97.5,100.45,15764058
2022-09-05 00:00:00+00:00,101.0,103.45,98.8,103.35,14517306
2022-09-06 00:00:00+00:00,102.7,104.0,97.525,99.55,19961412
2022-09-07 00:00:00+00:00,99.55,102.3,98.5,99.4,11520178
2022-09-08 00:00:00+00:00,99.45,100.5,98.0,98.25,9602246
2022-09-09 00:00:00+00:00,99.1,99.75,98.3,99.3,6034996
2022-09-12 00:00:00+00:00,98.775,101.4,98.15,100.65,9759354
2022-09-13 00:00:00+00:00,101.175,101.925,99.55,99.725,9222708
2022-09-14 00:00:00+00:00,99.5,100.525,98.25,100.225,8899124
2022-09-15 00:00:00+00:00,100.15,100.75,99.45,100.175,6434684
2022-09-16 00:00:00+00:00,100.0,100.975,99.1,99.7,7641816
2022-09-19 00:00:00+00:00,99.5,100.35,99.175,99.375,4875358
2022-09-20 00:00:00+00:00,99.375,99.85,89.75,92.25,26314092
2022-09-21 00:00:00+00:00,85.0,91.5,84.025,87.15,19519684
2022-09-22 00:00:00+00:00,87.3,91.55,87.175,89.75,11578620
2022-09-23 00:00:00+00:00,89.5,89.85,84.25,85.075,12230726
2022-09-26 00:00:00+00:00,82.5,83.875,75.95,76.875,26207736
2022-09-27 00:00:00+00:00,78.975,80.7,76.975,79.325,15012400
2022-09-28 00:00:00+00:00,79.0,80.75,75.3,77.575,12511554
2022-09-29 00:00:00+00:00,77.925,78.4,72.525,74.85,14772282
2022-09-30 00:00:00+00:00,75.275,75.875,71.125,74.65,25811538
2022-10-03 00:00:00+00:00,75.2,79.2,74.05,78.625,14923520
2022-10-04 00:00:00+00:00,79.425,79.55,75.05,76.5,14415006
2022-10-05 00:00:00+00:00,76.4,76.475,73.275,76.0,10605702
2022-10-06 00:00:00+00:00,76.375,77.375,75.2,75.7,6123734
2022-10-07 00:00:00+00:00,75.5,75.55,72.0,72.125,8584372
2022-10-10 00:00:00+00:00,70.125,75.3,69.4,74.6,11429808
2022-10-11 00:00:00+00:00,75.0,76.775,73.725,76.125,8215764
2022-10-12 00:00:00+00:00,76.225,76.95,75.325,76.15,5555286
2022-10-13 00:00:00+00:00,76.425,77.5,75.425,76.375,5472980
2022-10-14 00:00:00+00:00,77.0,77.0,74.25,76.0,8561290
2022-10-17 00:00:00+00:00,76.05,79.475,75.8,78.975,9096166
2022-10-18 00:00:00+00:00,79.375,81.925,78.05,78.65,15432724
2022-10-19 00:00:00+00:00,78.65,79.75,77.625,79.175,14312574
